sid,text,true_speaker,all_names,is_self_intro,self_intro_name,
339042,"I'd like to ask for unanimous consent to have 30,000 petitions Prop on the floor here if I may have them delivered. I have over 30,000 petitions against SB 54. And I would like to have consent to bring them to the floor.",Joel Anderson,,0,,
569628,"Mr. Mcguire, so it will not be heard today. And we're in a smaller room today. So I know people want to support the testimony of others, but we need to be able to hear everyone. So If you want to show support to a speaker, you can do the American Sign Language applause. And please don't clap or exclaim out loud, I would appreciate that. All right, and then we've got, let's see, I don't think there's anything different on the consent calendar. Let me see what members we have in the room. Mr. Newman, all right, we will start with you, Mr. Newman, and that is item 17, SB 1242. Yeah, establish a quorum first, apologies... Okay, no problem I have to call the roll anyway. Roll call. Skinner? I'm here. Skinner here. Anderson? Here. Anderson here, Bradford? Here. Bradford here, Jackson? Mitchell? Stone? Here. Stone here, Wiener? All right, so Mr. Anderson or Mr. Bradford, do you want to start?  All right, what about you, Mr. Anderson?  I know, I know. Well, heck I could start.",Nancy Skinner,Mcguire | Newman | Skinner | Anderson | Bradfotd | Jackson | Mitchell | Stone | Wiener,0,,
435173,"I'm Jessica Gauger with the California Association of Sanitation Agencies. We wanted to mention that we're here today neutral as amended, with the proposed amendments in the analysis. We'd like to thank the Committee for working with us and the author on those proposed amendments related to the disposal issues, we think they allow for the appropriate level of local discretion, so we really appreciate that. We'd be happy to answer any technical questions relative to the sewage disposal as well.",Jessica Gauger,Jessica Gauger,1,Jessica Gauger,
439222,"That's my close, I'm done. All right.",Jacqui Irwin,,0,,
309905,"This is the fee structure, I think also some judges gave me a list similar to this of how complicated it is and where everybody gets a penny here, a nickel there, and a quarter here, and what have you. And it really is a very convoluted system. But also, as I pointed out, it is a system that kind of feeds on itself because it's in the self-interest of those who collect the fees to have fees, if they're the ones distributing the resources and get some of the resources through other operations. So it really is an unfortunate thing. And I know we've seen a lot of unfortunate things happen to people because they couldn't pay and we're looking at this whole issue of do we have a debtor's prison whether it's our bail system or whatever, lots of folks were incarcerated for minor offenses because they couldn't afford to pay. And that's probably a tragedy right there. Because they'll never be able to pay and so this begins a cycle a downward spiral of losing license, losing jobs, losing resources, losing their ability to relate to their children because they can't pay child support and they've lost their home. I mean it just goes down and down. I think we see this a little bit particularly in the veteran community, that's when they have that stand down every year. I know the district attorneys and the judges are there to dismiss all these things that people have because there's no way you're going to collect all this money from folks that are homeless. And they've got multiple misdemeanors and felonies and things because they were homeless and at some point they just dismissed all of that stuff to try to get people a clear slate from which they can begin to rebuild because, every time they get ready to crawl up, it's all these other things that are added on. So we're looking at the system and I know that it's very complicated but some of the recommendations were really quite good. Thank you very much. I don't know if there's anyone in the public who would like to make a comment over any of the items, if so, please line up, you'll have a minute to tell us where you're from and very quickly what your position is. And we're over time but we'll take the three or four folks who've come, please.",Unknown Speaker,,0,,
579924,"Thank you very much, Chairman Pan and Members of the Committee. My name is Dr. John D Stobo, and I'm executive Vice President of UC Health. I appreciate the opportunity to share a few thoughts with you today. UC Health is made up of 5 world-class academic health centers, 11 hospitals and 18 health professional schools. Today I have been asked to provide an update to last year's testimony regarding our experience with Medi-Cal. Medi-Cal is critically important to the state's growing population, keeping the state's growing population healthy. UC Health continues to make extraordinary commitments to the Medi-Cal population, and we are pleased to do so. UC is the third largest provider of hospital inpatient services to Medi-Cal beneficiaries, yet our hospitals represent less than 6% of acute care hospitals in California. We have also become the fourth largest provider of outpatient services to Medi-Cal beneficiaries in the state. Last year I testified that UC Health absorbed more than $700 million in unreimbursed Medi-Cal costs. In 2017, that figure grew to nearly $900 million.  This financial commitment, I feel, is unprecedented. To address this shortfall, the Legislature and the state Department of Health Care Services partnered with the University of California and other public hospitals to pursue federal matching funds, which are critical supplemental payments. Remember, our medical centers receive no state General Funds, so our reimbursed cost must be offset by other revenues. We are please to report progress in four areas, compared to our report last year. First, we have been able to achieve a Master Services Agreement with the three largest Medi-Cal managed plans in Southern California, L.A. Care, Inland Empire, and CalOptima. This should result in more robust interactions between three medical centers in the south, UCLA, UC-Irvine, and UC San Diego, with these managed Medi-Cal plans. And make the movement of the Medi-Cal patients from our facilities to the plans much smoother.  Second, we reported that UC Davis entered into an agreement with United Health Care last year to provide Medi-Cal patients with primary and specialty care. This contract was recently expanded to include more Medi-Cal beneficiaries. Third, through our leveraging skill of value initiative, which is a system-wide cost reduction initiative, we've achieved up to 800 million in savings, up from just over 500 million last year. And our target is to have $500 million of savings each year. Lastly, although patients come to UC typically for more highly specialized and advanced services, we understand the importance and the need to increase primary care. We have tried to do so, many through partnerships with community-based providers, community-based primary care providers and facilities, such as the partnership we have with El Centro in Southern California. As we mentioned UC Davis is a particular area of interest to us. UC Davis has been able to enter into agreements with H Federally qualified Health Centers in the Sacramento area under the Elisha name. And UC Davis Children's Hospital is just marked their one-year anniversary with a relationship with Sacramento Primary Care Center. So while we have made some progress at UC Davis, we feel that we still have a way to go. In closing, through our mission of training future physicians, we have expanded our touchpoints well beyond the walls of UC hospitals. Our doctors rotate to many sites of care away from our campuses. At any moment about 20% of our residence are in county hospitals, 20% are in community hospitals, and another 20% are in VA facilities. These training programs are of the highest caliber. According to the 2018 US News and World report, 3 of our schools ranked in the top 10 nationally, in primary care education. Over 30% of our residents are training in primary care specialtities. We appreciate the opportunity to be with you today and I'm happy to answer any questions. Thank you.",John Stobo,Pan | John D Stobo,1,Dr. John D Stobo,
325357,"Good morning, Shari McHugh, McHugh, Koepke & Associates, here today on behalf of the California Self Storage Association. I would first like to start off by thanking the Chairman, the author, and their staff for working with us on the amendments, and we're happy to be here today in support of the bill. I have with me this morning Erin King, who is the Executive Director of the California Self Storage Association to briefly outline the specifics of the bill. Thank you.",Shari McHugh,Shari McHugh | Erin King,1,Shari McHugh,
587731,"Hi, I am Alissa Medina, I'm with Ray's Policy and Law Academy of Oakland Technical High School, and I support.",Alissa Medina,Alissa Medina,1,Alissa Medina,
376788,"Mr. Chair and Members, Curt Child, Disability Rights California. I just want to first thank the Chair and the Chair's staff and the author of the efforts that they've made. First of all, reducing this bill to what it is, a study now, and an effort to make the study a little more balanced in its approach. Unfortunately though, we have to continue to oppose this bill. And it's really quite simple from our perspective, is that this along with the litany of bills that we constantly see each year, really becomes an effort to try and limit the integrated community services and residential facilities and options for persons with disabilities. And so while this study might be posed as looking for some protections for those who are in the treatment programs, what we really believe is behind this is again, searching for some documentation to begin to limit. There'll be the next bill that comes down to limit the ability of individuals living in a least restrictive environment in their communities. And so for that reason, we would continue to oppose any of these efforts. Because it does ultimately undercut what we think is a fundamental civil rights issue for persons with disabilities. So we would urge your no vote on the bill.",Curtis Child,Curt Child,1,Curt Child,
364791,"Thank you very much, the bill that was cited as the justification for this bill from the last session from the President pro tem in regards to the AQMD. The editorial board of the Los Angeles Times refer to that as stacking the AQMD board. The reason why that bill came around is because counties like mine, counties in the Inland Empire region were deciding who their own representatives on the AQMD board, people that maybe didn't reflect the values of Sacramento. Now the AQMD board is a hybrid, some are appointed from up here in Sacramento, and some are elected from our local elected officials down in Southern California. So Sacramento saw a reason to stack that board in the phrasing of the LA Times, the CTC is all appointed by Sacramento, there's no shortage of social justice warriors that are already on this Committee. So why do we need this stacking effort on this side?",Matthew Harper,,0,,
556623,"Just want to say thank you, Chair Holden, for the conversations that we've had, and the time that you've put in. Have been very educational and informational for me, and appreciate the chance at a Hail Mary. Again existing law requires that the CPUC ensure that there is no cost shifting. And we are committed to that. And appreciate and respectfully ask for your aye vote, thank you.",Marc Berman,Holden,0,,
301561,"Thank you Mr. Speaker, I rise very briefly in support of ACR 11. Colleagues, this is an important and consequential measure. It's been stated by the author and the previous speaker, cancer is not very discriminatory. It has no respect to a person, to borrow a phrase. And this measure, what it encourages is an important part of what we can do as a state to promote healthy lifestyles and living, and to begin the drumbeat to end cancer, to find cures across various types. California is uniquely positioned to be able to make advancements, so on the treatment, diagnosis of cancer, because of our institutions of higher education, and because of the diverse populations that we have that have particular susceptibility or higher rates of cancer. So it's really heartening to see this measure brought forward by the representative of the Dublin area. And I would hope that this measure moves forward, and that we all figure out ways that we can promote innovation, and work toward a cure across all portions of this state. It will make a measurable difference in the lives of Californians. Thank you, Mr. Speaker. I respectfully request that an aye vote of ACR 11.",Sebastian Ridley-Thomas,,0,,
356970,Mr Mccarty? Here. Mr Chavez? Here. Mr. Muratsuchi? Here. Mr Voepel? Here. Mr Medina. Here.,Committee Secretary,Mccarty | Chavez | Muratsuchi | Voepel | Medina,0,,
380524,"Good afternoon. I'm John Gundry. I'm Superintendent of the Santa Clara County Office of Education, and I appreciate the opportunity to address The Housing and Education Committee on this important matter. California is currently in the middle of a growing teacher shortage that we expect to become severe in the next couple of years. A number of factors are affecting our ability to attract and retain qualified teachers to the Bay Area and not to least of which is the high cost of housing. The high cost of living in Santa Clara County is a challenge for local school districts because teachers are reluctant to accept a position in a place where they cannot afford housing. In Santa Clara County the income required to own a single family home is more than a $170,000, while the average teacher salary is between 80 and 90,000. The substantial gap is the number one reason why it's extremely difficult for counties such as mine to recruit and retain teachers. In San Francisco, first year teachers spend about three-quarters of their salary on a median priced one bedroom apartment. The situation is not much better in the Silicon Valley, San Jose area where beginning teachers will have to spend about 50% of their salary for a similar apartment. AB 1182 will help high cost counties like Santa Clara attract teachers who would otherwise be deterred from teaching in an area where living in the community is simply cost prohibitive without financial assistance. In order to solve the state's teacher shortage, we have to address this issue with a multi-prong strategy that includes legislative initiatives, such as AB 1182 and AB 45. Students suffer when a teacher is forced to live far away from the schools where they work. Many teachers in Silicon Valley commute from as far away as Stockton and other communities in the Central Valley where housing is still affordable. AB 1182 will allow more teachers to live in and be part of the community in which they teach. We greatly appreciate your fine work to support our students and staff in school districts across California.",John Gundry,John Gundry ,1,John Gundry,
591352,"Good afternoon, my name is Fabiola Martin, I am a mother of five boys, my oldest son has autism, and I live in Los Angeles. I am here today to speak to support AB 3086, I currently work as a substitute teacher and I also provide behavioral therapy for children with autism.  I'm here to speak today to support the Bill 3086 because I believe it's important for children with families that are navigating through challenging situations and could be able to stay in or seek out a public school that fits best, no matter which district those schools are in. I know what it's like to deal with an unstable housing and struggle with homelessness. In 2012, following a series of difficult circumstances, I became homeless myself. During this period we moved around a lot and my children were moved between schools within a district as well as schools across district. At one point my eldest was moved, was assigned three different schools in one week, these schools were across town, and I do not have a car. Eventually I was able to enroll my children in a school that is meeting their needs, and this means a lot to me. They are stable and in a high quality school environment, I don't have to navigate through another system. I am thankful for this school because they accepted my children with their disabilities and they were able to create and I was able to create Continuity and maintain a community by having a stable education environment for them. Trying to navigate homelessness and, or the foster youth system means doing the best you can with the limited options available. And trying to get whatever resources are offered from big bureaucracies. For my children, being able to stay in schools that are fit for them has created a lot of stability for my family. Even with the other parts of our lives that are very chaotic. AB 36...",Fabiola Martin,Fabiola Martin,1,Fabiola Martin,
517240,"Yeah, just a couple of comments. There's a lot of important points that have been made here. And I don't want to diminish the importance of getting this right. And I don't want to diminish the urgency of it. But I think we are certainly dealing with a situation, as I described, where we're breaking new ground, we are figuring things out as we go. And if we were looking to build water storage projects that met some specific power generation need, there's a recipe in some engineering book somewhere that someone would look through and flip through and say, here's what we're going to do. And so I know a number of my NGO colleagues and I have been involved along the way, providing input. We felt that the staff has been quite responsive to our input and the Commission has been responsive. But there are things that I would like to have seen in there, in the regulations, for instance, that I didn't see. But I'm sure everyone who's been involved in the process can probably highlight some of those. I do think, if I had had the chance to do it, I would probably do it a little differently, but I probably also can't be certain that the way I did it would've worked any better. And I'm certain that we would have had kinks to workout in the process. So all that to say, I think there is good reasons that we're struggling with this overall. I encourage the Commission to do their best to be responsive in the timeframe given. And as I indicated earlier, it doesn't seem unreasonable to me that to have a little more time, although I know that probably goes against the preferences of some of the other interests involved. But I do think it's a reasonable expectation that there have been blips and very much encourages us all to try to provide input to move the process forward in a thoughtful way.",Maurice Hall,,0,,
634975,"Mr. Chair and member's, Kevin Baker for the Americans Civil Liberties Union of California and it's over 300,000 members many of them in your districts in support of the original bill.",Kevin Baker,Kevin Baker,1,Kevin Baker,
626355,"Apologize that I'm late, the Assembly elevator was pretty busy today.",Scott Wilk,,0,,
302830,"Alright, so this will be very brief. I am happy to report that in my experience on the board, we are encouraged to ask questions, to interact with staff. We do not need to go through the Chancellor. When we go on campus visits, we meet without the presidents with various groups on the campus. We have great access to staff members. And I feel that the questions we ask and the things we bring up are treated as important and that we get a response. So, this is an ongoing thing. We need to continue to encourage this, but I'm very happy with how it is so far. The commitment of the CSU to diverse staffing, obviously the Governor's office, a diverse board. To diverse staffing, in hiring of faculty members and President searches. I mean, you can see it by the numbers. When we were meeting with you, you asked about faculty diversity and I asked Kathleen Shivera to get the exact numbers. I saw them on the faculty hires in this last academic year but of course, I can't remember them exactly because, but it's 70% to 80% ethnic minorities and women among new faculty hires, of which there were 800 or something. So, she'll get you the exact numbers, but this is something to which we're committed. We think it makes a difference to our students. They need to see that in the people who are teaching them, in the people who are counselling them. That there are people who look like they do and understand their experience. So, it's a big issue with us.",Jane Carney,Kathleen Shivera,0,,
502499,"All right, thank you Madam President. So first up is File Item 31, this is Erika Sperbeck, Chief Deputy Director Department of Health Care Services. The position oversees the administrative divisions of DHCS including audits, investigations, provider enrollment, and information management.  Ms. Sperbeck has dedicated her entire career to the state's civil service. Prior to DHCS she served the Department of Insurance. Also worked for the Department of Finance as an Auditor, budget analyst, and chief of the Performance Review unit. She was approved by the Senate Rules Committee on February 14th. I ask for an aye vote.",Anthony Cannella,Erika Sperbeck,1,Erika Sperbeck,
504533,"Good evening. My name is Derek, and I just have one question as to who is responsible for raising the acreage cappage?",Derek Doe,Derek,1,Derek,
649959,"Medium, got it. Mr. Chair and members, Sylvia Saleesha on behalf of the California Faculty Association, we are the sponsors of this measure. We represent 28,000 faculty, librarians, coaches and counselors in the CSU system. A system that serves more than 470,000 students in the State of California. Here are a few reasons why we are sponsoring this measure. The CSC was hit hard with budget cuts from the recession, and CFA has worked very hard to get state funding levels increased. In his press conference on the release of the 2018-29 state budget this January, Governor Brown, when discussing the issue of state funding for the CSU and UC. He indicated that he believed that the CSU and UC systems both needed to lower their cost structures and to live within their means. CFA is grateful for the recent increase that was included in the state budget, and we believe that the CSU should become a more transparent system. It is unclear how the Legislature will provide the necessary oversight to the system when we don't have detailed information from the system or on a campus by campus basis. Allowing legislatures and the public to know more about how the CSU spends its funds will allow legislators and the public to hold the system more accountable. As was noted, AB 2505 is a result of a state audit that was issued late last year, which found that the current CSU budget process to be lacking in transparency and oversight. In addition to the budget process, CFA believes it is important for the CSU to provide additional data on hiring decisions, admissions, and enrollment information. Specifically, legislators have consistently asked CFA for the numbers of qualified students that were admitted into the CSU but we're ultimately not offered a spot in the system. They have asked us for information such as where these students applied from, like their County of residence, campuses that they applied to, and demographic information about them. We believe that legislators and the public should have this information. So for these reasons, we ask for your support of this measure. Thank you.",Sylvia Saleesha,Sylvia Saleesha | Brown,1,Sylvia Saleesha,
449682,"Mr. Chair, members, Sara Flocks, California Labor Federation, in opposition.",Sara Flocks,Sara Flocks,1,Sara Flocks,
373992,"Thank you, Mr Chair and members. I'm willing to have conversations with the other author, and at this point I just ask for your aye vote.",Anna Caballero,,0,,
548977,"Hello, my name is Selah Ibrahim. I'm a proud support of AB 2020. AB 2020 empowers local government to set clear parameters around cannabis consumption and sales while echoing and aligning with state law.  There are hundreds of underground cannabis events up and down the state and this bill allows for much needed guidance. This is a necessary next step as California is a market leader in this industry.",Selah Ibrahim,Selah Ibrahim,1,Selah Ibrahim,
431107,"Well, how about just simply assuring that they receive all the information about the safety, because you want them to be safe. You don't want them suing you for an injury on the job. I mean, it would seem that more information in those circumstances would be better. So that's why I'm not, I'm just not following the opposition to this then. Wouldn't you want them to know, here's our safety plan. Here's what we're proposing you do. To keep yourself safe on the job, is that the information you're seeking? So why wouldn't you want to provide that?",Hannah-Beth Jackson,,0,,
661806,"Claudia Poscensia, I'm from Pica Rivera, California, and I'm in strong opposition to SB 320. Thank you.",Claudia Poscensia,Claudia Poscensia,1,Claudia Poscensia,
375118,"I'm not sure you can answer this question, but do you know why BART isn't here today?",Anna Caballero,,0,,
360101,"Thank you, Senator. Okay- Yeah, it's a good chair. So, my ultimate concern, I think, is that we've all been very engaged, as everyone knows, we've been having big discussion. Well first of all, let me say on the tuition side, I was a member of the Board of Regents. I voted against every tuition increase that came before me. I don't like the fact that we've been increasing tuition so dramatically. And I very much support the Governor's and the Legislature's continuing push on that issue. I think as a result, we've had six years of a tuition freeze, and then a very modest proposed increase for the coming year. And I think the Legislature continues to need to take leadership in that area. And I know, I very much appreciate your interest in that, Senator. And I'd like to work with you, on trying to make sure we do everything we can to keep those, hold the line on tuition. Within both the UC and the Cal State system. I think on the issue of out-of-state students, my concern continues to be, I actually sat in on the very long hearing that we had. I went over to the Audit Committee, and heard the auditors' report and the response. The University of California insists, and the data I've seen backs this up pretty considerably, that they have not done anything. They have not reduced the number of in-state students. What they have done is, they've brought in a certain percentage of more out-of-state students, but they are able to charge them considerably more. And that's able to both fund the cost associated with those out-of-state students, and in addition, fund the whole University operation. And so, I'm just concerned that by a one-size-fits-all answer for the University system that we've, that the Board of Regents that we've entrusted with the responsibility of overseeing the system. And then of course, making their entire funding contingent upon these very particular provisions. I just, it goes too far for me to support today. But that doesn't mean to say, that I'm not very sensitive and interested in your further engagement, Senator, on both tuition issues and out-of-state. Making sure that the University really does serve, primarily serve, the students of the State of California. I will push back, on just one comment that was made in your testimony. I do think there is some value in sending you various places, and coming back and going. I actually think the University, particularly on our graduate level, benefits a great deal from students coming from other parts of the world. And I am nervous about attempts to push back on that. So that's my perspective, don't know where the rest of the Committee will be. But I'd love your thoughts, and then your close, if you're interested.",Benjamin Allen,,0,,
678822,"Well, thank you Chair and members for hearing this bill. AB 2787 would direct to complete the process for the procurement of long duration Energy storage projects that in aggregate have 1000 to 2000 megawatt capacity. Bulk energy storage captures emission-free energy for use around the clock and offers several benefits. AB2787 can help get us to a cleaner Energy future. I have expert witnesses available to answer any technical questions you may have about the bill.",Bill Quirk,,0,,
563839,"Thank you Mr. Chair and members, Mitch Steiger with the California Labor Federation also in opposition.",Mitch Steiger,Mitch Steiger,1,Mitch Steiger,
622974,"Thank you, Madam Chair. I move to lay this amendment on the table, ask for an aye vote.",Bill Monning,,0,,
456317,"Thank you, Madam Chair.",Ed Hernandez,,0,,
418186,"Can I just get one more point of clarification there? Thank you Mr. Chair. So are you saying then that the unchecked policies like increasing renewable natural gas by 5%, that is not in the proposed scoping plan?",Henry Stern,,0,,
559863,"Okay. All right, I'm going to ask for public comment. And I'll ask it on this item, and then I know there were a few people who weren't in the room, who wanted to comment on the previous or maybe one previous who may also comment now.",Nancy Skinner,,0,,
524862,"Once they apply for expungement. So, I'm sorry, I just have no idea how this works. I actually thought it was much more difficult. So when you say it's putting onerous on probation, how, why?",Lorena Gonzalez Fletcher,,0,,
689307,"Yeah I just wanted to thank you Chair Stone Chair Mccarty as well as our colleague Friedman, and I really also want to thank the panelists. I got a lot of information today. It's great to be able to do this when we're not in session, when we really have the time to let it, to absorb the information, think about it. talk to our staffs, Talk to one another, and so  it'll be helpful. And I think that, you know, when it comes to corporate responsibility, when it comes to, what we can do as a Legislature when it comes to consumer choice, I think that these kinds of conversations helped to build the momentum, as alluded to by Assemblymember Friedman with the plastic straws and just having people talk about it and then start making their own choices. Ultimately, I think the young people are going to save us once again. I think that you tend to see them carrying around water bottles, much more and being more thoughtful about this, but we need to put in place of the environment to create that behavior change amongst all of us, but especially our corporate partners that really need to step up. And so I think that this has been very helpful for me. Thank you. Thank you to UCSC for hosting and again to the chairs for organizing this.",Ash Kalra,Stone | Mccarty | Friedman,0,,
581248,"I'm Steve Kay from University of California San Francisco. I'm Professor at the Institute for Health and Aging. Is the microphone working? And long term care. We call it long-term services and supports is not just nursing homes, not just institutional care. Mostly it's people who live in their homes in the communities and they get help from people. Mostly it's not people who get help from public programs like in home supportive services, it's people who get help from family members. And a lot of people get a mix of both. It's not just elderly people, it's non-elderly people who have disabilities, and the goal of much of it is really to keep people in their homes and communities, which is what everybody wants. The vast majority of people would like to stay in their homes and avoid institutionalization. And it saves money too. And what LTSS does is it helps people maintain their health, their ability to function, their independence to the extent possible. Their self-determination, and their ability to participate as active members in their communities, and avoid the isolation that a lot of people, especially seniors, often have. So as we just heard there is an awful lot we dont know about long term services and supports in California. I can tell you that roughly somewhere between 1 and 2 million people in California need LTS right now, but I can't tell you precisely because neither the federal government nor the state does data collection  which we actually accurately measure the number of people who need LTSS. And there's an awful lot of stuff we don't know about those populations. One of which is, do they have family members who can help them, right? Or are they say living alone without family nearby and they're much more likely to enter a public program?  Much more likely to apply for in home supportive services. And if they qualify, get on. And we don't know what their income is so we don't know well, are they likely to qualify, do they likely to spin down, can they? And one major, very major thing is we don't know in general whether people's LTSS needs are being met or not. So, in among people not in public programs in California we actually know nothing. We don't know what percentage of those people would say that their needs are met versus unmet. In public programs, we've just done a study of people who are duals who are eligible for both MediCal and Medicare. And even among these program participants, most of whom are getting IHSS, if they need it.  42% said they did not get all the help they needed with their daily activities, which is 42% for people who are participating in major public programs. And bad things happen to people when they don't get all the help they need. For example they take the wrong medications or don't take their medications.  They have to stay in bed or at home because nobody is there to help them get out and participate in something. They don't get to the toilet on time, they end up in clothes that are soiled. They don't eat the food they need, and it happens a lot. So the other main thing that we don't know is why people are not getting the help they need.  We don't know what the barriers are and if we don't know what the barriers are we can't solve it. So we don't know what the solution is. For example, what are the supports that family caregivers need so that they can keep doing what they do and do it better and more efficiently. We don't know that. We don't know, are their alternative programs, is there something we could do, a program we could implement that would be something other than IHSS so that people who need a little bit of help, people who need support, would be able to get that at not some huge amount of cost? We don't know if there's some private solution like making long-term care insurance  something that people would actually want and could afford. And one of the biggest things is, we don't know are there solutions like technology home modifications? Are there innovations that could really help people and decrease the burden of care-giving and of the state to have to pay for these services.  So we're asking for a supplement to add questions about LTSS to the California Health Degree survey. Which is a very robust, well respected, existing survey in California of the overall population which provides county level estimates very well. And it already is very well set up to just add a few questions. And then, the people at UCLA will go and develop a questionnaire with the help of an Advisory Committee, and then field the questionnaire, following up with those people who identified in the main survey as having LTSS needs. Plus there'll be some additional, detailed interviews, detailed personal interviews with people who have high levels of LTSS needs to find out more about their individual situations. I would say this is money well spent because we really know so little and the need is urgent right now because, Baby Boomers is like me all aging into, needing more, into having more and more likelihood of needing LTSS, in the near future. And, if California doesn't start to plan for this now the budget will be broken. I mean at some time there will be so many people applying for LTSS, we will not know how to deal with it. We need an alternative.",Steve Kay,Steve Kay ,1,Steve Kay,
558703,"Yes, Mr. Chair and members, John Doherty on behalf of the Civil Justice Association of California. want to thank you for your time today. The author, and Assembly woman, is bringing forward an important problem.  We're all aware of it. It needs attention, focus and actual solutions. But unfortunately, every proposed solution is not the right one for all the parties involved.  As written, AB 3080 creates an untenable dynamic. It undercuts the ability to settle cases and prohibits nondisclosure agreements, even when both parties desire them. The vast majority of filed civil litigation is settled by a voluntary and willing agreement between the parties.  California has long had a smart and important policy that actually encourages settlement that reduces conflict because amicable resolution is the best way to handle these things. And on top of that, it preserves very important, precious public resources. Section four of the bill specifically undercuts the ability to settle a case. The effective prohibition, which may be unintentional, but the effective prohibition in the bill on nondisclosure agreements is also problematic.  The California Fair Employment and Housing claims are some of the most sensitive issues that are litigated today, and eliminating NDAs will not protect claimants.  For those reasons, and the reasons articulated by the Chamber of Commerce, we respectfully ask for your no vote.",John Doherty,John Doherty,1,John Doherty,
365444,"Good afternoon Madam Chair and Committee Members. I am pleased to present AB 655 which classifies waste energy facilities as eligible to participate in the California renewables portfolio standard. So long as the facility annually operates at least 20% below pollutant concentration limits outlined in the facility permit. There are currently only three transformational facilities in California, including one in my district, that complement the state's recycling efforts by diverting waste from landfills using waste to energy technology. This technology is internationally recognized by numerous governmental entities including the USPCA, European Union, I believe we were in the presence of one when we were in Ireland, Madam Chair, not too long ago, Cal Recycle, as a tool that can help mitigate climate change relative to landfilling. These facilities provide multiple environmental benefits to the state including carbon dioxide savings, resulting from shorter transportation distances. A net reduction on methane emissions from the reduce need for landfilling and a clean source of low to zero carbon based load energy as opposed to fossil fuel based energy. Despite these advantages, landfill waste is recognized as a resource for renewable energy generation, while that same waste taken to a transformational facility, is not. This is despite the fact that these facilities use the same waste stream as landfills, reduce GHG emissions, have extensive pollution control equipment and continuous emission monitoring not in place at landfills. The lack of a renewable energy designation precludes waste energy facilities from entering into new and long term contracts which provide the stability needed to sustain their operations. AB 655 seeks to recognize the environmental benefits attributable to municipal transformational facilities, by classifying the energy produced at these facilities as renewable energy. This classification is consistent with the state's commitment to reducing landfilling, reduce greenhouse gas emissions, and reduce methane gas productions and emissions. And here with me today is the Mayor of Long Beach, Honorable Robert Garcia, Kevin Norton from IBEW Local 11 and Ellie Booth with Covanta Energy.",Patrick O'Donnell,Robert Garcia | Kevin Norton | Ellie Booth ,0,,
598225,"Just trying to understand, are you taking out the English sixth grade? No. No, no, keeping that in? Yes. So it might be, I'm just concerned that perhaps you can't get all of that information into sixth grade level.  And it might be cheaper to do it if it were a ninth grade level. I'm just trying to figure out why sixth grade.",Bill Quirk,,0,,
576082,"Well, I very much do appreciate that you've narrowed your bill. But I think that, when you look at what's concerning folks here, is that, I think we saw a little bit of the intent when we had the much broader legislation. And I think that all the folks who took time out of their day, and traveled a long ways to be here. Feel like they're being targeted unfairly, and I think they're right. And as I said I really respect you, I think you make a lot of great contributions. But I'm deeply troubled by the direction of this legislation and I think it'd be a great act for you to reconsider it and abandon it at this point. So I strongly encourage you to do so, and if not I encourage the Committee to vote the bill down, thank you.",Kevin Kiley,,0,,
434641,"Steve Chambers. Right now, the vendors who tour Fair Time and other major interim events, take out temporary sellers permits. So, we believe that the Board of Equalization's ability to track this, as far as revenue generated on fairgrounds, will be very similar to how they currently track and, for purposes of sharing, for both cities and counties. Because every fair has a physical address, we really should use the term fairgrounds. We only have two fairs that don't have their own property, and so we don't see a big additional bureaucracy here. This bill simply creates a road map for the budget process. For 80 years we had a road map that was called horse racing. Profits from horse racing were then a portion of them were shuttled to fairs. For the last several years, we've had no road map and so this, by creating essentially a formula where the Board of Legislation annually reports gross sales, that will give a budget format. Any funding for fairs will still come back to the Legislature for approval.",Steve Chambers,Steve Chambers,1,Steve Chambers,
304702,"Thank you very much, madam President. Colleagues, welcome back. We will reconvene on Thursday at 9 AM. I do want to follow up on, I'll just say Friday. Long, it's going to be a three day weekend but on Friday at 9 AM, so that means obviously we'll work until the end of this week but just to follow through on the comments of the good Senator from Roseville. Our hearts on behalf of the Senate, our hearts and prayers are with the people of the Oraville area. We know that close to 200,000 people have been evacuated from the area because of the imminent danger. We do know that our Governor has declared a State of emergency. The National Guard has been posted up north of us right now. I have received phone calls from both of our Senators obviously including Senator Neilson who is skeptering a price and I want to thank him also too for being on top of this and again our hearts and prayers go to him, and his leadership and what he's doing to protect his constituents north of us. Obviously the past month has been very unique with regards to our wet weather pattern. These are what Noel calls a national oceanic atmospheric Association, administration I should say. These are called rivers. These are literally what's happen right now is you have rivers in the sky, that have the same amount of volume, and power as a mouth of the Mississippi river. So these are atmospheric rivers right now, they're in the sky right now. A lot of it is quite unique. What is happening today, quite frankly I'm not quite sure if it's going to get any better any time soon. You just made reference to later this week, more storms are coming. Some of it has to do with warm rain which has melted the snow pack north of us which has created a deluge of more water because of climate. So this is a very serious issue, but again irrespective, our hearts and prayers are for the people north of us, and we need to come together. Thank you much.",Kevin De Leon,Noel,0,,
419641,"Anytime. Take care. Secretary, you can call the absent members on the bills. The bills have all passed, this is purely for adding on purposes. Cannot effect the outcome of the bill.",Sebastian Ridley-Thomas,,0,,
